"source_league_name";"source_country";"source_league_id";"player_id";"player_name";"firstname";"lastname";"age";"birth_date";"birth_place";"birth_country";"nationality";"height";"weight";"injured";"photo";"team_id";"team_name";"team_logo";"league_id";"league_name_api";"league_country";"league_logo";"league_flag";"season";"games_appearences";"games_lineups";"games_minutes";"games_number";"games_position";"games_rating";"games_captain";"substitutes_in";"substitutes_out";"substitutes_bench";"shots_total";"shots_on";"goals_total";"goals_conceded";"goals_assists";"goals_saves";"passes_total";"passes_key";"passes_accuracy";"tackles_total";"tackles_blocks";"tackles_interceptions";"duels_total";"duels_won";"dribbles_attempts";"dribbles_success";"dribbles_past";"fouls_drawn";"fouls_committed";"cards_yellow";"cards_yellowred";"cards_red";"penalty_won";"penalty_commited";"penalty_scored";"penalty_missed";"penalty_saved"
"Championship";"England";40;138806;"B. Williams";"Brandon Paul Brian";"Williams";25;"2000-09-03";"Manchester";"England";"England";"171";"63";FALSE;"https://media.api-sports.io/football/players/138806.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;1;0;11;30;"Defender";"6.6";FALSE;1;0;6;NA;NA;0;0;0;NA;4;NA;NA;1;NA;NA;2;1;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;156160;"J. Mendy";"Jacob";"Mendy";29;"1996-12-27";"Faji Kunda";"Gambia";"Gambia";"182";"67";FALSE;"https://media.api-sports.io/football/players/156160.png";1837;"Wrexham";"https://media.api-sports.io/football/teams/1837.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;17;"Defender";NA;FALSE;0;0;2;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;284400;"Tobias Christopher Collyer";"Tobias Christopher";"Collyer";21;"2004-01-03";"Worthing";"England";"England";"180";"73";FALSE;"https://media.api-sports.io/football/players/284400.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;12;3;274;13;"Midfielder";"6.61";FALSE;9;3;9;2;NA;0;0;1;NA;184;4;NA;10;NA;4;29;15;3;1;NA;1;5;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;284400;"Tobias Christopher Collyer";"Tobias Christopher";"Collyer";21;"2004-01-03";"Worthing";"England";"England";"180";"73";FALSE;"https://media.api-sports.io/football/players/284400.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;2;0;22;33;"Midfielder";"6.65";FALSE;2;0;2;NA;NA;0;0;0;NA;23;1;NA;NA;NA;NA;2;1;NA;NA;NA;1;1;1;0;0;NA;NA;0;0;NA
"Championship";"England";40;287590;"F. Mayulu";"Fally";"N'Dofunsu Mayulu";23;"2002-07-15";NA;"France";"France";"193";NA;FALSE;"https://media.api-sports.io/football/players/287590.png";56;"Bristol City";"https://media.api-sports.io/football/teams/56.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;10;1;162;9;"Attacker";"6.43";FALSE;9;1;20;1;1;0;0;0;NA;39;NA;NA;1;NA;NA;32;9;NA;NA;NA;1;7;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;326873;"Jousha Johnson";"Jousha";"Johnson";18;"2004-09-26";"
    ";"England";"England";"
    ";"
    ";FALSE;"https://media.api-sports.io/football/players/326873.png";1338;"Oxford United";"https://media.api-sports.io/football/teams/1338.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;36;"Midfielder";NA;FALSE;0;0;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;326957;"R. Vata";"Rocco";"Vata";20;"2005-04-18";NA;"Scotland";"Republic of Ireland";"178";"68";FALSE;"https://media.api-sports.io/football/players/326957.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;12;6;534;11;"Attacker";"6.83";FALSE;6;6;8;17;8;2;0;2;NA;151;11;NA;10;NA;1;69;30;25;13;NA;4;5;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;430234;"Justin Patrick Nnamdi Obikwu";"Justin Patrick Nnamdi";"Obikwu";21;"2004-02-08";"London";"England";"England";"194";NA;FALSE;"https://media.api-sports.io/football/players/430234.png";1346;"Coventry";"https://media.api-sports.io/football/teams/1346.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;36;"Attacker";NA;FALSE;0;0;2;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;431884;"Kai Andrews";"Kai";"Andrews";19;"2006-08-06";NA;"England";"England";"186";"72";FALSE;"https://media.api-sports.io/football/players/431884.png";1346;"Coventry";"https://media.api-sports.io/football/teams/1346.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;7;0;74;54;"Midfielder";"6.63";FALSE;7;0;23;NA;NA;0;0;0;NA;35;1;NA;1;1;NA;11;7;5;4;NA;2;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;442041;"I. Tyjon";"Igor";"Tyjon";17;"2008-03-20";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/442041.png";67;"Blackburn";"https://media.api-sports.io/football/teams/67.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;32;"Attacker";NA;FALSE;0;0;3;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;504407;"M. Ayodele";"Michael";"Ayodele";2025;NA;NA;"Nigeria";"Nigeria";NA;NA;FALSE;"https://media.api-sports.io/football/players/504407.png";59;"Preston";"https://media.api-sports.io/football/teams/59.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;31;"Attacker";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;15797;"J. Cajuste";"Jens-Lys Michel";"Cajuste";26;"1999-08-10";"Gothenburg";"Sweden";"Sweden";"188";"77";FALSE;"https://media.api-sports.io/football/players/15797.png";57;"Ipswich";"https://media.api-sports.io/football/teams/57.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;28;13;1168;12;"Midfielder";"6.72";FALSE;15;13;20;12;5;1;0;3;NA;504;16;NA;20;2;10;149;70;35;19;NA;20;15;1;0;0;NA;NA;0;0;NA
"Championship";"England";40;20192;"P. Smyth";"Paul Patrick";"Smyth";28;"1997-09-10";"Belfast";"Northern Ireland";"Northern Ireland";"175";"69";FALSE;"https://media.api-sports.io/football/players/20192.png";72;"QPR";"https://media.api-sports.io/football/teams/72.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;25;13;1165;11;"Midfielder";"6.82";FALSE;12;11;18;16;8;3;0;0;NA;223;11;NA;15;1;7;152;74;31;14;NA;37;25;5;0;0;1;NA;0;0;NA
"Championship";"England";40;138931;"J. Philogene";"Jaden";"Philogene-Bidace";23;"2002-02-08";"London";"England";"England";"181";"66";FALSE;"https://media.api-sports.io/football/players/138931.png";57;"Ipswich";"https://media.api-sports.io/football/teams/57.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;25;19;1558;11;"Midfielder";"7.1";FALSE;6;14;6;43;22;9;0;2;NA;443;23;NA;28;1;20;218;93;59;23;NA;37;18;2;0;0;NA;NA;0;0;NA
"Championship";"England";40;144729;"T. Harwood-Bellis";"Taylor Jay";"Harwood-Bellis";23;"2002-01-30";"Stockport";"England";"England";"188";"82";FALSE;"https://media.api-sports.io/football/players/144729.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;30;30;2700;6;"Defender";"7.34";FALSE;0;0;4;27;15;5;0;1;NA;2136;22;60;26;22;29;302;178;5;2;NA;35;27;8;0;0;1;NA;0;0;NA
"Championship";"England";40;167660;"J. Morris";"James William";"Morris";24;"2001-11-23";NA;"England";"England";"183";"72";FALSE;"https://media.api-sports.io/football/players/167660.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;2;0;15;22;"Defender";"6.6";FALSE;2;0;15;NA;NA;0;0;0;NA;1;NA;NA;1;NA;NA;1;1;NA;NA;NA;NA;NA;1;0;0;NA;NA;0;0;NA
"Championship";"England";40;179862;"M. Stamenić";"Marko";"Seufatu Nikola Stamenić";23;"2002-02-19";"Wellington";"New Zealand";"New Zealand";"188";NA;FALSE;"https://media.api-sports.io/football/players/179862.png";76;"Swansea";"https://media.api-sports.io/football/teams/76.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;27;23;1981;6;"Midfielder";"6.79";FALSE;4;12;5;13;7;2;0;2;NA;1102;9;NA;41;6;39;192;91;13;7;NA;15;42;10;0;0;NA;NA;0;0;NA
"Championship";"England";40;201373;"S. Curtis";"Sam";"Curtis";20;"2005-12-01";"Navan";"Republic of Ireland";"Republic of Ireland";"185";NA;FALSE;"https://media.api-sports.io/football/players/201373.png";62;"Sheffield Utd";"https://media.api-sports.io/football/teams/62.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;29;"Defender";NA;FALSE;0;0;2;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;278214;"J. Varane";"Jonathan";"Varane";24;"2001-09-09";"Lille";"France";"France";"190";NA;FALSE;"https://media.api-sports.io/football/players/278214.png";72;"QPR";"https://media.api-sports.io/football/teams/72.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;26;21;1698;40;"Midfielder";"6.82";FALSE;5;12;7;11;3;1;0;2;NA;790;8;NA;53;9;28;189;118;16;8;NA;26;23;2;0;0;NA;NA;0;0;NA
"Championship";"England";40;288132;"Alex Williams";"Alex";"Williams";20;"2005-01-02";NA;"England";"Wales";NA;NA;FALSE;"https://media.api-sports.io/football/players/288132.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;1;0;9;41;"Defender";"6.9";FALSE;1;0;2;NA;NA;0;0;0;NA;3;NA;NA;1;NA;NA;2;2;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;304317;"T. Dibling";"Tyler-Jay";"Dibling";19;"2006-03-12";"Exeter";"England";"England";"178";"72";FALSE;"https://media.api-sports.io/football/players/304317.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;1;0;8;33;"Midfielder";"6.5";FALSE;1;0;1;NA;NA;0;0;0;NA;6;NA;NA;NA;NA;1;4;1;1;1;NA;NA;1;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;339202;"William Smith";"William";"Smith";20;"2005-11-30";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/339202.png";75;"Stoke City";"https://media.api-sports.io/football/teams/75.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;46;"Midfielder";NA;FALSE;0;0;6;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;386501;"Z. Mitchell";"Zach Joseph";"Mitchell";20;"2005-01-09";"Bromley";"England";"England";"188";"78";FALSE;"https://media.api-sports.io/football/players/386501.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;20;"Defender";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;400339;"Owen Hampson";"Owen";"Hampson";21;"2004-11-17";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/400339.png";62;"Sheffield Utd";"https://media.api-sports.io/football/teams/62.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;35;"Midfielder";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;410125;"M. Yalcouyé";"Malick Junior";"Yalcouyé";20;"2005-11-18";"Bandiagara";"Mali";"Mali";"169";NA;FALSE;"https://media.api-sports.io/football/players/410125.png";76;"Swansea";"https://media.api-sports.io/football/teams/76.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;25;8;787;8;"Midfielder";"6.71";FALSE;17;7;23;7;4;1;0;2;NA;416;10;NA;16;1;4;111;61;15;7;NA;31;7;0;0;1;NA;NA;0;0;NA
"Championship";"England";40;415995;"G. Brown";"George";"Brown";21;"2004-05-22";NA;"New Zealand";"New Zealand";NA;NA;FALSE;"https://media.api-sports.io/football/players/415995.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;7;3;308;29;"Attacker";"6.61";FALSE;4;3;7;6;3;2;0;0;NA;49;3;NA;1;1;2;64;20;8;1;NA;8;4;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;431119;"L. Ayinde";"Leon";"Ayinde";21;"2004-09-05";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/431119.png";57;"Ipswich";"https://media.api-sports.io/football/teams/57.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;36;"Midfielder";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;453043;"R. Kone";"Richard";"Kone";22;"2004-07-13";NA;"Côte d'Ivoire";"Côte d'Ivoire";NA;NA;FALSE;"https://media.api-sports.io/football/players/453043.png";72;"QPR";"https://media.api-sports.io/football/teams/72.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;33;29;2536;22;"Attacker";"6.6";FALSE;4;14;5;50;24;7;0;2;NA;586;28;NA;32;1;6;469;180;60;22;NA;21;54;4;0;0;NA;NA;0;0;NA
"Championship";"England";40;459406;"Jarvis Thornton";"Jarvis";"Thornton";19;"2006-01-10";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/459406.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;16;7;629;37;"Midfielder";"6.53";FALSE;9;6;27;1;NA;0;0;0;NA;269;2;NA;8;1;11;43;18;5;2;NA;6;11;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;459634;"A. Sanghrajka";"Amar";"Sanghrajka";19;"2006-10-23";NA;"England";"England";"171";NA;FALSE;"https://media.api-sports.io/football/players/459634.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;60;"Midfielder";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;470048;"Ernie Weaver";"Ernie";"Weaver";19;"2006-10-05";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/470048.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;5;3;358;30;"Defender";"6.6";FALSE;2;1;4;NA;NA;0;0;0;NA;131;NA;NA;8;9;2;46;25;NA;NA;NA;7;3;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;303;"R. Brewster";"Rhian Joel";"Brewster";25;"2000-04-01";"London";"England";"England";"180";"75";FALSE;"https://media.api-sports.io/football/players/303.png";69;"Derby";"https://media.api-sports.io/football/teams/69.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;26;16;1283;10;"Attacker";"6.78";FALSE;10;16;10;19;9;6;0;2;NA;316;15;NA;8;1;4;154;67;26;16;NA;16;14;1;0;0;NA;NA;1;0;NA
"Championship";"England";40;2380;"C. Akpom";"Chuba Amechi";"Akpom";30;"1995-10-09";"London";"England";"England";"183";"70";FALSE;"https://media.api-sports.io/football/players/2380.png";57;"Ipswich";"https://media.api-sports.io/football/teams/57.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;24;7;820;29;"Attacker";"6.56";FALSE;17;6;23;14;8;2;0;0;NA;220;12;NA;8;2;NA;109;57;16;8;NA;24;10;1;0;0;1;NA;0;0;NA
"Championship";"England";40;15745;"M. Roerslev";"Mads";"Roerslev Rasmussen";26;"1999-06-24";"København";"Denmark";"Denmark";"184";"77";FALSE;"https://media.api-sports.io/football/players/15745.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;9;5;472;2;"Defender";"6.46";FALSE;4;3;5;NA;NA;0;0;0;NA;227;3;NA;8;2;2;54;20;5;2;NA;4;6;1;0;0;NA;NA;0;0;NA
"Championship";"England";40;18771;"Ricardo Pereira";"Ricardo Domingos";"Barbosa Pereira";32;"1993-10-06";"Lisbonne";"Portugal";"Portugal";"175";"70";FALSE;"https://media.api-sports.io/football/players/18771.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;29;24;2238;21;"Defender";"6.73";FALSE;5;9;10;9;6;2;0;1;NA;1292;23;NA;75;11;41;242;129;27;14;NA;16;30;6;0;0;NA;NA;0;0;NA
"Championship";"England";40;19073;"B. Godfrey";"Benjamin Matthew";"Godfrey";27;"1998-01-15";"York";"England";"England";"184";"74";FALSE;"https://media.api-sports.io/football/players/19073.png";62;"Sheffield Utd";"https://media.api-sports.io/football/teams/62.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;4;4;318;5;"Defender";"6.43";FALSE;0;3;0;NA;NA;0;0;0;NA;131;1;NA;7;4;4;32;17;NA;NA;NA;NA;3;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;19520;"W. Harding";"Wesley Nathan Hylton";"Harding";29;"1996-10-20";"Leicester";"England";"Jamaica";"181";"79";FALSE;"https://media.api-sports.io/football/players/19520.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;8;2;206;45;"Defender";"6.25";FALSE;6;1;18;NA;NA;0;0;0;NA;83;NA;NA;5;2;2;25;14;NA;NA;NA;1;5;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;97896;"K. Nisbet";"Kevin Michael";"Nisbet";28;"1997-03-08";"Glasgow";"Scotland";"Scotland";"180";"77";FALSE;"https://media.api-sports.io/football/players/97896.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;2;0;18;7;"Attacker";"6.4";FALSE;2;0;2;1;NA;0;0;0;NA;5;NA;NA;NA;NA;NA;4;2;NA;NA;NA;1;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;153425;"L. Dobbin";"Lewis Norman";"Dobbin";22;"2003-01-03";NA;"England";"England";"175";"71";FALSE;"https://media.api-sports.io/football/players/153425.png";59;"Preston";"https://media.api-sports.io/football/teams/59.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;29;24;1808;17;"Attacker";"6.65";FALSE;5;22;8;35;15;7;0;5;NA;383;27;NA;14;NA;1;205;67;73;27;NA;22;13;2;0;0;NA;NA;0;0;NA
"Championship";"England";40;284364;"Felix Goddard";"Felix";"Goddard";21;"2004-03-09";"Frankfurt am Main";"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/284364.png";67;"Blackburn";"https://media.api-sports.io/football/teams/67.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;37;"Goalkeeper";NA;FALSE;0;0;2;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;284403;"Silko Amari Otieno Thomas";"Silko";"Amari Otieno Thomas";21;"2004-06-25";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/284403.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;16;1;282;39;"Attacker";"6.49";FALSE;15;1;23;2;2;1;0;0;NA;59;3;NA;3;1;NA;33;12;4;1;NA;7;3;1;0;0;NA;NA;0;0;NA
"Championship";"England";40;284487;"Wanya Marçal";"Wanya";"Marçal-Madivadua";23;"2002-10-19";"Leicester";"England";"Portugal";"181";"73";FALSE;"https://media.api-sports.io/football/players/284487.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;27;"Attacker";NA;FALSE;0;0;7;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;296458;"D. Jebbison";"Daniel David";"Jebbison";22;"2003-07-11";"Oakville";"Canada";"Canada";"190";"69";FALSE;"https://media.api-sports.io/football/players/296458.png";59;"Preston";"https://media.api-sports.io/football/teams/59.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;28;16;1530;9;"Attacker";"6.64";FALSE;12;14;12;26;11;6;0;2;NA;242;15;NA;15;2;5;269;97;28;10;NA;28;31;2;0;0;NA;NA;0;0;NA
"Championship";"England";40;299923;"M. Belloumi";"Mohamed Elbachir";"Belloumi";23;"2002-06-01";"Mascara";"Algeria";"Algeria";"174";"66";FALSE;"https://media.api-sports.io/football/players/299923.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;12;5;524;10;"Attacker";"6.72";FALSE;7;5;8;12;8;1;0;3;NA;150;12;NA;12;NA;11;88;34;28;13;NA;6;4;1;0;0;NA;NA;0;0;NA
"Championship";"England";40;303560;"H. Vaughan";"Harry Patrick";"Vaughan";21;"2004-04-06";"Trafford";"England";"Republic of Ireland";"168";"67";FALSE;"https://media.api-sports.io/football/players/303560.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;14;"Midfielder";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;305733;"W. Alves";"William Thomas";"Alves";20;"2005-05-04";"Leicester";"England";"England";"192";"83";FALSE;"https://media.api-sports.io/football/players/305733.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;37;"Midfielder";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;340242;"D. Kelly";"Daniel";"Kelly";19;"2005-05-10";NA;"Republic of Ireland";"Republic of Ireland";NA;NA;FALSE;"https://media.api-sports.io/football/players/340242.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;59;16;"Midfielder";"6.5";FALSE;0;0;0;1;NA;0;0;0;NA;18;NA;NA;NA;NA;NA;3;1;1;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
"Championship";"England";40;395025;"S. Ashbee";"Stanley";"Ashbee";19;"2006-11-28";NA;"Republic of Ireland";"Republic of Ireland";"187";"82";FALSE;"https://media.api-sports.io/football/players/395025.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;43;"Defender";NA;FALSE;0;0;3;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA
