"source_league_name";"source_country";"source_league_id";"player_id";"player_name";"firstname";"lastname";"age";"birth_date";"birth_place";"birth_country";"nationality";"height";"weight";"injured";"photo";"team_id";"team_name";"team_logo";"league_id";"league_name_api";"league_country";"league_logo";"league_flag";"season";"games_appearences";"games_lineups";"games_minutes";"games_number";"games_position";"games_rating";"games_captain";"substitutes_in";"substitutes_out";"substitutes_bench";"shots_total";"shots_on";"goals_total";"goals_conceded";"goals_assists";"goals_saves";"passes_total";"passes_key";"passes_accuracy";"tackles_total";"tackles_blocks";"tackles_interceptions";"duels_total";"duels_won";"dribbles_attempts";"dribbles_success";"dribbles_past";"fouls_drawn";"fouls_committed";"cards_yellow";"cards_yellowred";"cards_red";"penalty_won";"penalty_commited";"penalty_scored";"penalty_missed";"penalty_saved";"goals_per90";"assists_per90";"shots_per90";"shots_on_per90";"key_passes_per90";"passes_per90";"tackles_per90";"interceptions_per90";"duels_total_per90";"duels_won_per90";"dribbles_attempts_per90";"dribbles_success_per90";"fouls_drawn_per90";"fouls_committed_per90"
"Championship";"England";40;501846;"A. Shehu";"Aidon";"Shehu";19;"2006-10-11";NA;"Albania";"Albania";NA;NA;FALSE;"https://media.api-sports.io/football/players/501846.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;57;"Midfielder";NA;FALSE;0;0;3;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;180305;"M. Jurásek";"Matěj";"Jurásek";22;"2003-08-30";"Karviná";"Czechia";"Czechia";"181";"73";FALSE;"https://media.api-sports.io/football/players/180305.png";71;"Norwich";"https://media.api-sports.io/football/teams/71.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;16;6;500;10;"Midfielder";6,75;FALSE;10;6;21;6;3;0;0;2;NA;146;10;NA;10;NA;1;66;30;10;3;NA;10;8;0;0;0;NA;NA;0;0;NA;0;0,36;1,08;0,54;1,8;26,28;1,8;0,18;11,88;5,4;1,8;0,54;1,8;1,44
"Championship";"England";40;284372;"C. Doyle";"Callum Craig";"Doyle";22;"2003-10-03";"Manchester";"England";"England";"185";"72";FALSE;"https://media.api-sports.io/football/players/284372.png";1837;"Wrexham";"https://media.api-sports.io/football/teams/1837.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;23;21;1885;2;"Defender";6,75;FALSE;2;2;10;11;7;2;0;1;NA;1185;12;NA;37;11;28;241;125;23;13;NA;11;16;4;0;1;NA;NA;0;0;NA;0,0954907161803713;0,0477453580901857;0,525198938992042;0,3342175066313;0,572944297082228;56,57824933687;1,76657824933687;1,3368700265252;11,5066312997347;5,96816976127321;1,09814323607427;0,620689655172414;0,525198938992042;0,763925729442971
"Championship";"England";40;284475;"L. Harris";"Luke Bernard";"Harris";20;"2005-03-04";NA;"Jersey";"Wales";"177";NA;FALSE;"https://media.api-sports.io/football/players/284475.png";1338;"Oxford United";"https://media.api-sports.io/football/teams/1338.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;16;7;623;12;"Midfielder";6,57;FALSE;9;7;14;3;2;1;0;0;NA;180;7;NA;14;1;4;80;36;7;4;NA;6;11;2;0;0;NA;NA;0;0;NA;0,14446227929374;0;0,43338683788122;0,28892455858748;1,01123595505618;26,0032102728732;2,02247191011236;0,57784911717496;11,5569823434992;5,20064205457464;1,01123595505618;0,57784911717496;0,86677367576244;1,58908507223114
"Championship";"England";40;323591;"S. Nypan";"Sverre";"Halseth Nypan";19;"2006-12-19";"Trondheim";"Norway";"Norway";"182";NA;FALSE;"https://media.api-sports.io/football/players/323591.png";70;"Middlesbrough";"https://media.api-sports.io/football/teams/70.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;20;3;618;19;"Midfielder";6,54;FALSE;17;3;24;5;1;0;0;0;NA;233;8;NA;14;1;3;77;38;19;9;NA;9;5;2;0;0;NA;NA;0;0;NA;0;0;0,728155339805825;0,145631067961165;1,16504854368932;33,9320388349515;2,03883495145631;0,436893203883495;11,2135922330097;5,53398058252427;2,76699029126214;1,31067961165049;1,31067961165049;0,728155339805825
"Championship";"England";40;328107;"L. Koumas";"Lewis";"Koumas";20;"2005-09-19";"Chester";"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/328107.png";54;"Birmingham";"https://media.api-sports.io/football/teams/54.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;23;7;771;30;"Attacker";6,47;FALSE;16;6;18;7;2;1;0;0;NA;159;7;NA;13;1;1;110;37;29;7;NA;10;19;1;0;0;NA;NA;0;0;NA;0,116731517509728;0;0,817120622568093;0,233463035019455;0,817120622568093;18,5603112840467;1,51750972762646;0,116731517509728;12,84046692607;4,31906614785992;3,3852140077821;0,817120622568093;1,16731517509728;2,21789883268483
"Championship";"England";40;328107;"L. Koumas";"Lewis";"Koumas";20;"2005-09-19";"Chester";"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/328107.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;8;2;311;36;"Attacker";6,86;FALSE;6;1;6;3;2;2;0;0;NA;59;4;NA;9;NA;3;52;23;17;7;NA;5;7;0;0;0;NA;NA;0;0;NA;0,578778135048232;0;0,868167202572347;0,578778135048232;1,15755627009646;17,0739549839228;2,60450160771704;0,868167202572347;15,048231511254;6,65594855305466;4,91961414790997;2,02572347266881;1,44694533762058;2,02572347266881
"Championship";"England";40;360202;"Ajay Matthews";"Ajay";"Matthews";19;"2006-06-11";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/360202.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;28;"Attacker";NA;FALSE;0;0;12;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;382928;"A. Mayor";"Adam";"Mayor";20;"2005-04-10";"Liverpool";"England";"England";"178";"73";FALSE;"https://media.api-sports.io/football/players/382928.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;12;"Attacker";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;417310;"O. Aluko";"Olabade";"Aluko";19;"2006-11-30";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/417310.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;5;1;154;77;"Defender";6,22;FALSE;4;0;20;NA;NA;0;0;0;NA;61;1;NA;1;1;NA;20;8;NA;NA;NA;3;3;1;1;0;NA;NA;0;0;NA;0;0;NA;NA;0,584415584415584;35,6493506493507;0,584415584415584;NA;11,6883116883117;4,67532467532468;NA;NA;1,75324675324675;1,75324675324675
"Championship";"England";40;459170;"Jack Howland";"Jack";"Howland";19;"2006-02-16";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/459170.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;47;"Midfielder";NA;FALSE;0;0;8;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;477992;"T. Akindileni";"Timothy";"Akindileni";18;"2007-09-04";NA;"Czechia";"Czechia";NA;NA;FALSE;"https://media.api-sports.io/football/players/477992.png";72;"QPR";"https://media.api-sports.io/football/teams/72.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;19;"Defender";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;498762;"W. Grainger";"William";"Grainger";17;"2008-11-20";NA;"Wales";"Wales";NA;NA;FALSE;"https://media.api-sports.io/football/players/498762.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;2;0;3;31;"Attacker";NA;FALSE;2;0;8;NA;NA;0;0;0;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;90;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;284406;"A. Gilchrist";"Alfie";"Gilchrist";22;"2003-11-28";NA;"England";"England";"183";"78";FALSE;"https://media.api-sports.io/football/players/284406.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;11;6;490;14;"Defender";6,54;FALSE;5;6;24;NA;NA;0;0;0;NA;281;5;NA;10;3;9;40;24;3;1;NA;5;5;0;0;1;NA;NA;0;0;NA;0;0;NA;NA;0,918367346938775;51,6122448979592;1,83673469387755;1,6530612244898;7,3469387755102;4,40816326530612;0,551020408163265;0,183673469387755;0,918367346938775;0,918367346938775
"Championship";"England";40;343209;"Ruairi McConville";"Ruairi";"McConville";20;"2005-05-01";NA;"Northern Ireland";"Northern Ireland";"193";"80";FALSE;"https://media.api-sports.io/football/players/343209.png";71;"Norwich";"https://media.api-sports.io/football/teams/71.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;22;21;1899;15;"Defender";6,94;FALSE;1;0;9;13;4;0;0;1;NA;1136;6;44;23;14;19;148;97;6;5;NA;7;9;2;0;0;NA;NA;0;0;NA;0;0,0473933649289099;0,616113744075829;0,18957345971564;0,28436018957346;53,8388625592417;1,09004739336493;0,900473933649289;7,01421800947867;4,59715639810427;0,28436018957346;0,23696682464455;0,33175355450237;0,42654028436019
"Championship";"England";40;397067;"J. Wallis";"Joseph Brynley";"Wallis";20;"2005-06-07";NA;"New Zealand";"New Zealand";"190";NA;FALSE;"https://media.api-sports.io/football/players/397067.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;45;"Goalkeeper";NA;FALSE;0;0;7;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;413499;"Oliver Bostock";"Oliver";"Bostock";18;"2007-02-20";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/413499.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;4;1;147;37;"Midfielder";6,63;FALSE;3;1;26;3;1;1;0;0;NA;44;1;NA;2;1;NA;21;6;4;1;NA;2;2;0;0;0;NA;NA;0;0;NA;0,612244897959184;0;1,83673469387755;0,612244897959184;0,612244897959184;26,9387755102041;1,22448979591837;NA;12,8571428571429;3,6734693877551;2,44897959183673;0,612244897959184;1,22448979591837;1,22448979591837
"Championship";"England";40;445922;"A. Mwamba";"Alan Isaac";"Mwamba";19;"2006-09-15";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/445922.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;35;"Defender";NA;FALSE;0;0;1;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;162173;"S. Iling-Junior";"Samuel";"Iling-Junior";22;"2003-10-04";"London";"England";"England";"182";"74";FALSE;"https://media.api-sports.io/football/players/162173.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;24;14;1290;22;"Attacker";6,51;FALSE;10;11;12;21;6;1;0;0;NA;398;16;NA;12;4;10;147;60;34;15;NA;17;18;1;0;0;NA;NA;0;0;NA;0,0697674418604651;0;1,46511627906977;0,418604651162791;1,11627906976744;27,7674418604651;0,837209302325581;0,697674418604651;10,2558139534884;4,18604651162791;2,37209302325581;1,04651162790698;1,18604651162791;1,25581395348837
"Championship";"England";40;268595;"M. Johnston";"Max";"Johnston";22;"2003-12-26";"Middlesbrough";"Scotland";"Scotland";"185";"83";FALSE;"https://media.api-sports.io/football/players/268595.png";69;"Derby";"https://media.api-sports.io/football/teams/69.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;9;9;785;22;"Midfielder";6,7;FALSE;0;3;0;4;1;0;0;0;NA;183;4;NA;13;NA;2;45;18;8;2;NA;NA;4;1;0;0;NA;NA;0;0;NA;0;0;0,45859872611465;0,114649681528662;0,45859872611465;20,9808917197452;1,49044585987261;0,229299363057325;5,15923566878981;2,06369426751592;0,917197452229299;0,229299363057325;NA;0,45859872611465
"Championship";"England";40;282124;"D. Gyabi";"Darko Boateng";"Gyabi";21;"2004-02-18";NA;"England";"England";"196";"80";FALSE;"https://media.api-sports.io/football/players/282124.png";64;"Hull City";"https://media.api-sports.io/football/teams/64.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;20;6;699;24;"Midfielder";6,67;FALSE;14;4;15;8;3;2;0;0;NA;216;7;NA;17;1;3;93;44;12;5;NA;10;12;0;0;0;NA;NA;0;0;NA;0,257510729613734;0;1,03004291845494;0,386266094420601;0,901287553648069;27,8111587982833;2,18884120171674;0,386266094420601;11,9742489270386;5,66523605150215;1,5450643776824;0,643776824034335;1,28755364806867;1,5450643776824
"Championship";"England";40;325787;"D. Mazou-Sacko";"Derek";"Mazou-Sacko";21;"2004-10-06";"Stains";"France";"France";"175";"65";FALSE;"https://media.api-sports.io/football/players/325787.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;13;8;692;49;"Midfielder";6,78;FALSE;5;4;11;4;1;0;0;0;NA;229;2;NA;18;NA;4;62;35;5;4;NA;6;9;0;0;0;NA;NA;0;0;NA;0;0;0,520231213872832;0,130057803468208;0,260115606936416;29,7832369942197;2,34104046242775;0,520231213872832;8,0635838150289;4,55202312138728;0,65028901734104;0,520231213872832;0,780346820809248;1,17052023121387
"Championship";"England";40;328093;"I. Samuels-Smith";"Ishé Barrington";"Samuels-Smith";19;"2006-06-05";"Manchester";"England";"England";"186";NA;FALSE;"https://media.api-sports.io/football/players/328093.png";76;"Swansea";"https://media.api-sports.io/football/teams/76.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;5;3;202;16;"Defender";6,58;FALSE;2;3;24;NA;NA;0;0;1;NA;112;2;NA;9;NA;3;26;14;5;2;NA;NA;2;2;0;0;NA;NA;0;0;NA;0;0,445544554455446;NA;NA;0,891089108910891;49,9009900990099;4,00990099009901;1,33663366336634;11,5841584158416;6,23762376237624;2,22772277227723;0,891089108910891;NA;0,891089108910891
"Championship";"England";40;342654;"S. Egeli";"Sindre Walle";"Egeli";19;"2006-06-21";"Larvik";"Norway";"Norway";"180";"
    ";FALSE;"https://media.api-sports.io/football/players/342654.png";57;"Ipswich";"https://media.api-sports.io/football/teams/57.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;24;17;1402;8;"Attacker";6,69;FALSE;7;15;13;24;12;4;0;1;NA;415;13;NA;23;NA;4;171;58;46;15;NA;10;23;2;0;0;NA;NA;0;0;NA;0,256776034236805;0,0641940085592011;1,54065620542083;0,770328102710414;0,834522111269615;26,6405135520685;1,47646219686163;0,256776034236805;10,9771754636234;3,72325249643367;2,95292439372325;0,962910128388017;0,641940085592011;1,47646219686163
"Championship";"England";40;403064;"H. Amass";"Harry";"Amass";18;"2007-05-16";"London";"England";"England";"181";"71";FALSE;"https://media.api-sports.io/football/players/403064.png";74;"Sheffield Wednesday";"https://media.api-sports.io/football/teams/74.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;21;21;1866;12;"Midfielder";6,84;FALSE;0;3;1;10;3;1;0;1;NA;722;12;NA;65;6;26;302;160;74;34;NA;37;20;3;0;0;NA;NA;0;0;NA;0,0482315112540193;0,0482315112540193;0,482315112540193;0,144694533762058;0,578778135048232;34,8231511254019;3,13504823151125;1,2540192926045;14,5659163987138;7,71704180064309;3,56913183279743;1,63987138263666;1,78456591639871;0,964630225080386
"Championship";"England";40;403064;"H. Amass";"Harry";"Amass";18;"2007-05-16";"London";"England";"England";"181";"71";FALSE;"https://media.api-sports.io/football/players/403064.png";71;"Norwich";"https://media.api-sports.io/football/teams/71.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;1;0;15;2;"Defender";6,6;FALSE;1;0;1;NA;NA;0;0;0;NA;5;NA;NA;NA;NA;1;2;1;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;30;NA;6;12;6;NA;NA;NA;NA
"Championship";"England";40;443779;"N. Zätterström";"Nils Erik Ulf";"Zätterström";20;"2005-03-29";NA;"Sweden";"Sweden";"186";NA;FALSE;"https://media.api-sports.io/football/players/443779.png";62;"Sheffield Utd";"https://media.api-sports.io/football/teams/62.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;21;"Defender";NA;FALSE;0;0;3;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;282060;"C. Jander";"Caspar";"Jander";22;"2003-03-23";"Münster";"Germany";"Germany";"183";"75";FALSE;"https://media.api-sports.io/football/players/282060.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;29;26;2200;20;"Midfielder";6,95;FALSE;3;11;3;13;5;2;0;0;NA;1101;22;NA;81;13;27;291;156;36;17;NA;32;34;6;0;0;NA;NA;0;0;NA;0,0818181818181818;0;0,531818181818182;0,204545454545455;0,9;45,0409090909091;3,31363636363636;1,10454545454545;11,9045454545455;6,38181818181818;1,47272727272727;0,695454545454545;1,30909090909091;1,39090909090909
"Championship";"England";40;289618;"Alex Matos";"Alex";"Matos";21;"2004-10-03";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/289618.png";62;"Sheffield Utd";"https://media.api-sports.io/football/teams/62.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;8;3;319;28;"Midfielder";6,66;FALSE;5;3;15;NA;NA;0;0;0;NA;148;1;NA;10;NA;5;61;34;4;2;NA;12;12;0;0;0;NA;1;0;0;NA;0;0;NA;NA;0,282131661442006;41,7554858934169;2,82131661442006;1,41065830721003;17,2100313479624;9,59247648902821;1,12852664576802;0,564263322884012;3,38557993730408;3,38557993730408
"Championship";"England";40;312902;"L. Cissé";"Mohamed Lamine";"Cissé";22;"2003-02-15";"Créteil";"France";"France";"179";"69";FALSE;"https://media.api-sports.io/football/players/312902.png";75;"Stoke City";"https://media.api-sports.io/football/teams/75.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;26;14;1270;29;"Attacker";6,53;FALSE;12;8;18;20;10;1;0;3;NA;328;19;NA;20;1;7;262;108;36;13;NA;25;23;4;0;0;NA;NA;0;0;NA;0,0708661417322835;0,21259842519685;1,41732283464567;0,708661417322835;1,34645669291339;23,244094488189;1,41732283464567;0,496062992125984;18,5669291338583;7,65354330708661;2,5511811023622;0,921259842519685;1,77165354330709;1,62992125984252
"Championship";"England";40;328997;"M. Kirk";"MaKenzie";"Kirk";21;"2004-02-06";"Edinburgh";"Scotland";"Northern Ireland";"183";"66";FALSE;"https://media.api-sports.io/football/players/328997.png";1355;"Portsmouth";"https://media.api-sports.io/football/teams/1355.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;13;4;466;25;"Attacker";6,46;FALSE;9;3;21;13;8;1;0;0;NA;55;1;NA;1;2;NA;58;18;1;1;NA;8;7;1;0;0;NA;NA;0;0;NA;0,1931330472103;0;2,51072961373391;1,5450643776824;0,1931330472103;10,6223175965665;0,1931330472103;NA;11,2017167381974;3,47639484978541;0,1931330472103;0,1931330472103;1,5450643776824;1,3519313304721
"Championship";"England";40;341234;"E. Jelert";"Elias";"Jelert Kristensen";22;"2003-06-12";NA;"Denmark";"Denmark";"170";"62";FALSE;"https://media.api-sports.io/football/players/341234.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;8;3;334;38;"Defender";6,89;FALSE;5;2;15;NA;NA;0;0;1;NA;178;6;NA;6;3;4;26;11;3;1;NA;2;2;0;0;0;NA;NA;0;0;NA;0;0,269461077844311;NA;NA;1,61676646706587;47,9640718562874;1,61676646706587;1,07784431137725;7,0059880239521;2,96407185628743;0,808383233532934;0,269461077844311;0,538922155688623;0,538922155688623
"Championship";"England";40;399906;"O. Maamma";"Othmane";"Maamma";20;"2005-10-06";"Alès";"France";"France";"180";"78";FALSE;"https://media.api-sports.io/football/players/399906.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;20;18;1358;42;"Attacker";6,89;FALSE;2;16;4;26;15;4;0;1;NA;394;24;NA;35;1;13;255;109;116;47;NA;24;14;1;0;0;NA;NA;0;0;NA;0,265095729013255;0,0662739322533137;1,72312223858616;0,994108983799705;1,59057437407953;26,1119293078056;2,31958762886598;0,861561119293078;16,899852724595;7,22385861561119;7,68777614138439;3,11487481590574;1,59057437407953;0,927835051546392
"Championship";"England";40;405360;"H. Armstrong";"Harrison";"Armstrong";18;"2007-01-19";"Liverpool";"England";"England";"185";"70";FALSE;"https://media.api-sports.io/football/players/405360.png";59;"Preston";"https://media.api-sports.io/football/teams/59.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;17;13;1131;5;"Midfielder";6,89;FALSE;4;9;4;6;2;1;0;1;NA;424;8;NA;18;7;12;114;67;24;9;NA;21;11;3;0;0;NA;NA;0;0;NA;0,0795755968169761;0,0795755968169761;0,477453580901857;0,159151193633952;0,636604774535809;33,7400530503979;1,43236074270557;0,954907161803713;9,07161803713528;5,3315649867374;1,90981432360743;0,716180371352785;1,6710875331565;0,875331564986737
"Championship";"England";40;265733;"C. Wiley";"Caleb Ryan";"Wiley";21;"2004-12-22";"Atlanta";"USA";"USA";"180";"73";FALSE;"https://media.api-sports.io/football/players/265733.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;5;3;221;26;"Defender";6,62;FALSE;2;3;2;3;1;0;0;0;NA;93;1;NA;7;1;1;26;11;3;1;NA;2;1;0;0;0;NA;NA;0;0;NA;0;0;1,22171945701357;0,407239819004525;0,407239819004525;37,8733031674208;2,85067873303167;0,407239819004525;10,5882352941176;4,47963800904977;1,22171945701357;0,407239819004525;0,81447963800905;0,407239819004525
"Championship";"England";40;278079;"A. Ramsey";"Aaron James";"Ramsey";22;"2003-01-21";"Birmingham";"England";"England";"181";NA;FALSE;"https://media.api-sports.io/football/players/278079.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;8;3;268;30;"Midfielder";6,46;FALSE;5;2;5;8;6;2;0;0;NA;90;3;NA;6;NA;1;20;9;1;NA;NA;1;5;0;0;1;NA;NA;0;0;NA;0,671641791044776;0;2,6865671641791;2,01492537313433;1,00746268656716;30,2238805970149;2,01492537313433;0,335820895522388;6,71641791044776;3,02238805970149;0,335820895522388;NA;0,335820895522388;1,67910447761194
"Championship";"England";40;328074;"J. James";"Jordan Anthony";"James";21;"2004-07-02";"Hereford";"Wales";"Wales";"182";"68";FALSE;"https://media.api-sports.io/football/players/328074.png";46;"Leicester";"https://media.api-sports.io/football/teams/46.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;26;23;1794;6;"Midfielder";7,03;FALSE;3;14;3;25;15;9;0;3;NA;656;46;NA;30;1;7;142;55;20;7;NA;14;25;5;0;0;NA;NA;0;0;NA;0,451505016722408;0,150501672240803;1,25418060200669;0,752508361204013;2,30769230769231;32,9096989966555;1,50501672240803;0,351170568561873;7,12374581939799;2,75919732441472;1,00334448160535;0,351170568561873;0,702341137123746;1,25418060200669
